,src,dst,index
1308,rt,take,3
1309,take,place,3
1310,aime,redhac,1
1311,quil,anglophone,1
1312,quil,marginalise,1
1313,redhac,anglophone,1
1314,une,quil,2
1315,avoir,indispensable,5
1316,avoir,information,4
1317,avoir,lopinion,5
1318,avoir,souvent,2
1319,dailleur,lopinion,1
1320,des,avoir,1
1321,elle,avoir,1
1322,elle,meet,1
1323,meet,information,1
1324,nos,avoir,1
1325,nos,dailleur,1
1326,nos,resultat,2
1327,notre,avoir,1
1328,qui,avoir,3
1329,resultat,indispensable,1
1330,resultat,lopinion,2
1331,situation,avoir,9
1332,situation,resultat,1
1333,camerounaise,geneve,1
1334,camerounaise,portee,1
1335,diaspora,camerounaise,1
1336,que,camerounaise,1
1337,emissaire,audience,1
1338,essien,recu,1
1339,recu,audience,1
1340,recu,bakassi,1
1341,recu,juillet,1
1342,un,emissaire,1
1343,un,recu,2
1344,cameroun,cause,4
1345,cameroun,cesse,4
1346,cameroun,dunite,2
1347,cameroun,le,1
1348,cause,cameroun,4
1349,cause,droit,1
1350,cause,injustice,1
1351,cause,recense,4
1352,cause,region,2
1353,cesse,cameroun,3
1354,cesse,droit,1
1355,cesse,injustice,1
1356,cesse,recense,4
1357,cesse,region,1
1358,dans,cause,2
1359,dans,cesse,4
1360,dans,dunite,1
1361,dans,le,1
1362,dans,pay,2
1363,dunite,cameroun,2
1364,dunite,droit,1
1365,la,cause,1
1366,la,cesse,2
1367,la,pay,1
1368,le,cameroun,1
1369,le,droit,1
1370,le,region,1
1371,par,cause,1
1372,pay,droit,1
1373,pay,recense,2
1374,public,cause,1
1375,selon,cause,3
1376,selon,le,1
1377,burn,house,2
1378,enter,chore,1
1379,enter,division,3
1380,enter,goat,1
1381,enter,hut,1
1382,go,division,1
1383,go,goat,1
1384,go,hut,1
1385,ntundip,enter,1
1386,ntundip,go,2
1387,ntundip,spend,2
1388,pms,enter,5
1389,pms,spend,2
1390,region,burn,2
1391,region,go,1
1392,region,shock,1
1393,region,spend,2
1394,shock,division,1
1395,spend,division,4
1396,spend,goat,2
1397,cameroon,country,1
1398,ecodas,cameroon,1
1399,contre,etait,1
1400,contre,massacre,1
1401,contre,prix,1
1402,dans,etait,2
1403,depuis,etait,1
1404,depuis,massacre,1
1405,etait,violence,4
1406,massacre,violence,2
1407,prix,violence,1
1408,force,know,1
1409,force,make,2
1410,know,homeland,1
1411,make,homeland,2
1412,address,immortalise,3
1413,address,people,1
1414,ambazonia,address,4
1415,ambazonia,deserve,2
1416,deserve,immortalise,1
1417,deserve,people,1
1418,appoint,explosion,1
1419,appoint,officer,1
1420,biyas,appoint,1
1421,cameroon,appoint,1
1422,cameroon,escalate,2
1423,escalate,explosion,2
1424,converge,benefit,1
1425,idp,opportune,1
1426,idp,receive,4
1427,opportune,benefit,2
1428,receive,benefit,1
1429,receive,crisis,1
1430,receive,gift,2
1431,sadine1carton,converge,1
1432,sadine1carton,opportune,1
1433,ancetre,car,1
1434,ancetre,tout,3
1435,mon,ancetre,4
1436,pour,que,1
1437,que,tout,1
1438,anglophone,bless,1
1439,bless,fuite,1
1440,departement,fuite,2
1441,gendarme,signale,1
1442,hier,departement,1
1443,ont,departement,1
1444,ont,gendarme,1
1445,alors,rendez,2
1446,et,rdc,1
1447,et,rendez,3
1448,ou,passionnante,1
1449,ou,rdc,1
1450,ou,rendez,5
1451,passionnante,egalement,1
1452,rdc,egalement,2
1453,rendez,club,2
1454,rendez,egalement,7
1455,rendez,emission,2
1456,sera,rendez,1
1457,ban,territory,2
1458,cameroun,ban,2
1459,cameroun,change,7
1460,cameroun,fall,1
1461,cameroun,transform,2
1462,cameroun,welcome,2
1463,change,inform,1
1464,change,investigation,1
1465,change,role,3
1466,change,territory,2
1467,fall,territory,1
1468,transform,fighter,1
1469,transform,territory,1
1470,welcome,protectorsdefender,2
1471,appeal,crisis,1
1472,council,appeal,1
1473,kill,bui,1
1474,kill,camp,1
1475,kill,info,1
1476,opperati9n,kill,1
1477,responsables,kill,2
1478,responsables,say,10
1479,say,airtime,1
1480,say,bui,2
1481,say,info,6
1482,say,link,2
1483,separatiste,bui,1
1484,separatiste,camp,1
1485,separatiste,link,1
1486,tues,say,1
1487,tues,separatiste,3
1488,artiste,et,3
1489,ce,evite,1
1490,ce,les,1
1491,endroit,evite,1
1492,evite,et,1
1493,evite,tre,1
1494,les,et,5
1495,les,tre,2
1496,ont,les,2
1497,un,artiste,3
1498,un,les,4
1499,drame,titi,1
1500,titi,politique,1
1501,defense,pay,1
1502,defense,recu,3
1503,pay,separatiste,1
1504,recu,instruction,1
1505,recu,janvier,1
1506,recu,separatiste,1
